"","LAT","LON","PM25"
"70",22.3958333333333,99.0225,4.36026676976536e-09
"71",22.3958333333333,99.3375,1.91800591045371e-10
"72",22.3958333333333,99.3425,6.39335303484395e-11
"73",22.3958333333333,99.3475,2.28882038647504e-09
"74",22.3958333333333,99.3525,2.04587297115049e-10
"75",22.3958333333333,99.4375,1.66227178906012e-09
"76",22.3819444444444,99.3125,4.73108124578643e-10
"77",22.3819444444444,99.3225,5.49828360996813e-10
"78",22.3819444444444,99.4275,2.31439379861445e-09
"79",22.3819444444444,99.4325,2.69799498070525e-09
"80",22.3680555555556,99.3425,6.39335303484395e-11
"81",22.3680555555556,99.3475,1.53440472836287e-10
"82",22.3680555555556,99.3825,1.02293648557524e-10
"83",22.3680555555556,99.4275,6.77695421693745e-10
"84",22.3541666666667,99.3625,2.17374003184779e-10
"85",22.3541666666667,99.3675,1.66227178906017e-10
"86",22.3541666666667,99.3825,5.49828360996813e-10
"87",22.3541666666667,99.3875,2.42947415324134e-10
"88",22.3402777777778,99.3275,2.55734121393864e-10
"89",22.3402777777778,99.3625,8.95069424878471e-11
"90",22.3402777777778,99.3675,5.11468242787622e-11
"91",22.3402777777778,99.3775,2.04587297115049e-10
"92",22.3402777777778,99.3875,1.96915273473274e-09
"93",22.3263888888889,99.3025,5.75401773136167e-10
"94",22.3263888888889,99.3075,3.19667651742303e-10
"95",22.3263888888889,99.3275,2.04587297115049e-10
"96",22.3263888888889,99.3575,1.27867060696932e-10
"97",22.3263888888889,99.3625,1.63669837692071e-09
"98",22.3263888888889,99.3675,2.18652673791752e-09
"99",22.3125,99.2975,1.27867060696932e-10
"100",22.3125,99.3975,1.79013884975694e-10
"101",22.3125,99.4075,3.83601182090849e-11
"102",22.3125,99.4275,2.17374003184779e-10
"103",22.2986111111111,97.8675,3.58027769951388e-10
"104",22.2986111111111,97.8725,1.49988062197501e-08
"105",22.2986111111111,99.4225,1.53440472836287e-10
"106",22.2986111111111,99.4275,1.27867060696932e-10
"107",22.2847222222222,99.3475,2.30160709254456e-10
"108",22.2847222222222,99.3575,8.82282718808793e-10
"109",22.2847222222222,99.3675,4.34748006369558e-10
"110",22.2847222222222,99.3775,6.39335303484395e-11
"111",22.2847222222222,99.4125,6.13761891345252e-10
"112",22.2847222222222,99.4175,1.53440472836287e-10
"113",22.2847222222222,99.5425,1.27867060696932e-09
"114",22.2708333333333,97.8475,2.32718050468413e-09
"115",22.2708333333333,99.3275,3.83601182090849e-11
"116",22.2708333333333,99.3425,5.03796219145911e-09
"117",22.2708333333333,99.3475,1.45768449194501e-09
"118",22.2708333333333,99.3625,3.79765170269887e-09
"119",22.2708333333333,99.4125,6.39335303484395e-11
"120",22.2708333333333,99.4175,5.11468242787622e-11
"121",22.2569444444444,99.3175,9.07856130948201e-10
"122",22.2569444444444,99.3475,5.11468242787622e-11
"123",22.2569444444444,99.3525,1.13801684020266e-09
"124",22.2569444444444,99.3625,8.95069424878471e-11
"125",22.2569444444444,99.3675,5.75401773136167e-10
"126",22.2569444444444,99.3925,2.17374003184779e-10
"127",22.2430555555556,99.3675,6.64908715624014e-10
"128",22.2430555555556,99.3775,2.94094239602949e-10
"129",22.2430555555556,99.3875,4.98681536717998e-10
"130",22.2430555555556,99.4025,7.67202364181168e-11
"131",22.2430555555556,99.4075,6.39335303484395e-11
"132",22.2430555555556,106.4775,1.40653766766609e-10
"133",22.2291666666667,99.3825,1.27867060696932e-10
"134",22.2291666666667,99.3925,1.53440472836287e-10
"135",22.2291666666667,99.3975,8.95069424878471e-11
"136",22.2152777777778,99.3675,2.30160709254456e-10
"137",22.2152777777778,99.3925,4.98681536717998e-10
"138",22.2152777777778,99.4225,5.24254948857405e-10
"139",22.2152777777778,99.4325,2.17374003184779e-10
"140",22.2152777777778,99.4375,6.39335303484395e-11
"141",22.2152777777778,99.4975,1.40653766766609e-10
"142",22.2013888888889,99.1025,1.40653766766609e-10
"143",22.1875,99.4025,5.11468242787622e-11
"144",22.1875,99.4375,1.59833825871162e-09
"145",22.1875,99.4725,5.1018957218076e-09
"146",22.1736111111111,99.3175,5.75401773136167e-10
"147",22.1736111111111,99.3225,1.27867060696932e-10
"148",22.1736111111111,99.3375,1.66227178906017e-10
"149",22.1736111111111,99.3525,1.27867060696932e-09
"150",22.1736111111111,99.4025,2.42947415324134e-10
"151",22.1736111111111,99.4475,8.69496012739116e-10
"152",22.1597222222222,99.2675,8.95069424878471e-11
"153",22.1597222222222,99.4125,1.91800591045371e-10
"154",22.1597222222222,99.4225,3.58027769951388e-10
"155",22.1458333333333,92.9725,1.15080354627202e-10
"156",22.1458333333333,99.3375,5.88188479205845e-10
"157",22.1458333333333,99.3725,9.07856130948201e-10
"158",22.1458333333333,99.3825,3.83601182090849e-11
"159",22.1458333333333,99.4275,1.01014977950573e-09
"160",22.1458333333333,99.4375,6.39335303484395e-11
"161",22.1319444444444,92.9575,4.8589483064832e-10
"162",22.1319444444444,98.0075,1.53440472836287e-10
"163",22.1319444444444,99.3425,2.30160709254456e-10
"164",22.1319444444444,99.4075,2.04587297115049e-10
"165",22.1319444444444,99.4325,3.70814476021066e-10
"166",22.1180555555556,92.9375,3.45241063881711e-10
"167",22.1180555555556,92.9425,3.32454357811981e-10
"168",22.1180555555556,99.4025,2.94094239602949e-10
"169",22.1041666666667,97.8425,2.94094239602949e-10
"170",22.1041666666667,99.4075,2.94094239602949e-10
"171",22.1041666666667,99.4425,1.15080354627202e-10
"172",22.1041666666667,99.4475,1.53440472836287e-10
"173",22.0902777777778,99.3375,6.39335303484395e-11
"174",22.0763888888889,99.3475,3.70814476021066e-10
"175",22.0763888888889,99.3875,9.07856130948201e-10
"176",22.0625,99.3875,1.07408330985422e-09
"177",22.0625,106.4525,5.6261506706649e-10
"178",22.0208333333333,93.3625,3.45241063881711e-10
"179",22.0208333333333,99.4125,8.43922600599709e-10
"180",21.9930555555556,99.3525,2.04587297115049e-10
"181",21.9791666666667,99.3525,6.52122009554337e-10
"182",21.9791666666667,99.4475,4.34748006369558e-10
"183",21.9652777777778,99.3025,4.0917459423015e-10
"184",21.9652777777778,99.3625,8.95069424878524e-10
"185",21.9513888888889,99.3975,2.04587297115049e-10
"186",21.9513888888889,99.4725,8.95069424878471e-11
"187",21.9236111111111,99.4825,1.15080354627202e-10
"188",21.9097222222222,99.2675,5.37041654927082e-10
"189",21.9097222222222,99.4825,2.55734121393864e-10
"190",21.8958333333333,99.4325,7.67202364181168e-11
"191",21.8958333333333,107.3675,1.02293648557524e-10
"192",21.8402777777778,99.4775,1.66227178906017e-10
"193",21.8402777777778,107.2925,1.53440472836287e-10
"194",21.8263888888889,99.4025,4.73108124578643e-10
"195",21.7847222222222,98.0725,8.31135894530031e-10
"196",21.7430555555556,107.3775,1.15080354627202e-10
"197",21.7291666666667,99.5475,5.49828360996813e-10
"198",21.7152777777778,99.5975,2.04587297115049e-10
"199",21.6597222222222,93.4925,1.44489778587534e-09
"200",21.6597222222222,99.2875,1.06129660378454e-09
"201",21.6597222222222,107.3875,1.40653766766609e-10
"202",21.6319444444444,93.4875,6.64908715624014e-10
"203",21.6041666666667,99.6575,4.47534712439235e-10
"204",21.5902777777778,93.5125,1.27867060696932e-10
"205",21.5902777777778,93.5175,1.25309719482991e-09
"206",21.5486111111111,93.5375,1.91800591045371e-10
"207",21.5347222222222,93.4825,5.49828360996813e-10
"208",21.5208333333333,93.5375,1.27867060696932e-09
"209",21.5208333333333,93.5425,6.64908715624014e-10
"210",21.5208333333333,99.4425,7.67202364181168e-11
"211",21.5208333333333,107.3775,2.30160709254456e-10
"212",21.5208333333333,107.3825,1.26588390089959e-09
"213",21.4513888888889,107.1925,5.24254948857405e-10
"214",21.4513888888889,107.1975,1.03572319164513e-09
"215",21.4513888888889,107.3925,1.53440472836287e-10
"216",21.3958333333333,107.1775,1.15080354627202e-10
"217",21.3541666666667,93.5025,7.67202364181168e-11
"218",21.3541666666667,93.5375,1.24031048876023e-09
"219",21.3541666666667,93.5425,7.67202364181168e-11
"220",21.3541666666667,93.5525,7.41628952042184e-10
"221",21.3402777777778,93.5375,3.32454357811981e-10
"222",21.3402777777778,93.5575,5.11468242787622e-11
"223",21.3402777777778,107.4925,5.24254948857405e-10
"224",21.3263888888889,99.4575,7.79989070251269e-10
"225",21.3125,107.4725,2.42947415324134e-10
"226",21.2986111111111,93.5875,2.17374003184784e-09
"227",21.2847222222222,93.5375,1.66227178906017e-10
"228",21.2847222222222,107.4725,1.17637695841174e-09
"229",21.2708333333333,93.5325,6.39335303484395e-11
"230",21.2708333333333,93.5575,3.58027769951388e-10
"231",21.2569444444444,93.5325,4.53928065474106e-09
"232",21.2569444444444,99.5775,4.34748006369558e-10
"233",21.2430555555556,93.5275,2.17374003184784e-09
"234",21.2430555555556,93.5325,1.24031048876023e-09
"235",21.2430555555556,99.5675,7.41628952042184e-10
"236",21.2430555555556,99.5925,2.55734121393864e-10
"237",21.2430555555556,107.4525,1.64948508299039e-09
"238",21.2430555555556,107.4925,2.94094239602949e-10
"239",21.2291666666667,93.5275,2.42947415324171e-09
"240",21.2291666666667,93.5325,7.28842245972512e-09
"241",21.2291666666667,98.2825,3.32454357811981e-10
"242",21.2152777777778,93.5325,2.49340768359015e-09
"243",21.2013888888889,93.5175,3.96387888160473e-10
"244",21.2013888888889,107.4425,1.2275237826905e-09
"245",21.2013888888889,107.5025,2.30160709254456e-10
"246",21.1875,107.4275,7.16055539902777e-10
"247",21.1736111111111,93.3925,3.32454357811981e-10
"248",21.1736111111111,93.6425,1.91800591045371e-10
"249",21.1597222222222,93.3825,7.67202364181168e-11
"250",21.1597222222222,93.4225,6.39335303484395e-11
"251",21.1597222222222,93.5525,1.87325243921006e-08
"252",21.1597222222222,93.5575,1.53440472836287e-10
"253",21.1597222222222,107.4075,7.9149710571401e-09
"254",21.1458333333333,93.5225,6.39335303484395e-11
"255",21.1319444444444,93.3775,3.83601182090849e-11
"256",21.1319444444444,93.5125,1.02293648557524e-10
"257",21.1319444444444,93.5275,5.37041654927082e-10
"258",21.1180555555556,93.4675,1.91800591045371e-10
"259",21.1041666666667,93.4575,1.02293648557524e-10
"260",21.1041666666667,93.4625,1.66227178906012e-09
"261",21.0902777777778,93.4575,2.04587297115049e-10
"262",21.0902777777778,93.4625,2.30160709254456e-10
"263",21.0763888888889,93.3675,1.02293648557524e-10
"264",21.0625,93.3625,3.32454357811981e-10
"265",21.0625,93.4025,1.15080354627202e-10
"266",21.0625,93.5475,1.53440472836287e-10
"267",21.0625,107.3925,7.79989070251269e-10
"268",21.0486111111111,93.5275,3.83601182090796e-10
"269",21.0486111111111,93.5325,1.57276484657227e-09
"270",21.0486111111111,93.5975,4.47534712439235e-10
"271",21.0069444444444,93.3775,1.02293648557524e-10
"272",21.0069444444444,99.1625,5.11468242787728e-10
"273",20.9930555555556,93.3775,7.67202364181168e-11
"274",20.9930555555556,93.4825,1.91800591045371e-10
"275",20.9930555555556,93.5975,3.19667651742303e-10
"276",20.9930555555556,99.6175,2.55734121393864e-10
"277",20.9930555555556,107.2075,1.40653766766609e-10
"278",20.9791666666667,93.5525,7.54415658111861e-10
"279",20.9791666666667,94.3175,2.94094239602949e-10
"280",20.9652777777778,93.5375,3.58027769951388e-10
"281",20.9652777777778,107.4425,1.94357932259333e-09
"282",20.9652777777778,107.4525,8.69496012739116e-10
"283",20.9513888888889,93.5075,8.95069424878471e-11
"284",20.9375,93.5075,1.66227178906017e-10
"285",20.9375,93.5325,2.94094239602949e-10
"286",20.9375,93.5425,2.91536898389003e-09
"287",20.9236111111111,93.5425,2.30160709254456e-10
"288",20.9236111111111,93.6525,4.0917459423015e-10
"289",20.8958333333333,93.4825,7.16055539902777e-10
"290",20.8819444444444,93.5375,7.67202364181168e-11
"291",20.8541666666667,106.8575,1.66227178906017e-10
"292",20.8263888888889,107.4825,7.92775776320946e-10
"293",20.8125,99.2575,1.15080354627202e-10
"294",20.8125,107.1275,8.95069424878471e-11
"295",20.7986111111111,93.3825,1.1124434280633e-09
"296",20.7986111111111,93.5125,8.95069424878471e-11
"297",20.7986111111111,107.1325,3.45241063881711e-10
"298",20.7847222222222,93.3425,1.15080354627202e-10
"299",20.7847222222222,106.9575,3.45241063881711e-10
"300",20.7708333333333,93.3425,2.30160709254456e-10
"301",20.7708333333333,99.4925,1.15080354627202e-10
"302",20.7569444444444,107.6125,1.40653766766609e-10
"303",20.7430555555556,107.3075,7.17334210509787e-09
"304",20.7430555555556,107.4025,2.17374003184779e-10
"305",20.7430555555556,107.5425,5.75401773136167e-10
"306",20.7013888888889,94.2075,1.15080354627202e-10
"307",20.6875,107.3575,1.06129660378454e-09
"308",20.6875,107.6525,5.11468242787622e-11
"309",20.6875,107.8125,1.96915273473274e-09
"310",20.6736111111111,107.3125,3.96387888160473e-10
"311",20.6597222222222,94.1875,1.66227178906017e-10
"312",20.6597222222222,94.3525,4.60321418508913e-10
"313",20.6458333333333,94.2225,2.42947415324134e-10
"314",20.6319444444444,107.1625,3.19667651742303e-10
"315",20.6319444444444,107.8875,3.32454357811981e-10
"316",20.6180555555556,107.6375,1.40653766766609e-10
"317",20.6041666666667,106.8425,2.17374003184779e-10
"318",20.5902777777778,94.1925,4.47534712439235e-10
"319",20.5902777777778,107.0575,1.15080354627202e-10
"320",20.5902777777778,107.6475,8.95069424878471e-11
"321",20.5625,94.1975,2.04587297115049e-10
"322",20.5486111111111,93.3925,3.70814476021066e-10
"323",20.5486111111111,93.3975,4.21961300299881e-10
"324",20.5486111111111,107.2825,3.70814476021066e-10
"325",20.5347222222222,92.9425,1.79013884975694e-10
"326",20.5347222222222,106.8875,1.53440472836287e-10
"327",20.5208333333333,107.2275,1.02293648557524e-10
"328",20.5208333333333,107.2575,1.40653766766609e-10
"329",20.5069444444444,97.7475,2.59570133214772e-09
"330",20.5069444444444,107.2875,1.40653766766609e-10
"331",20.4930555555556,107.2575,1.53440472836287e-10
"332",20.4791666666667,107.6475,2.68520827463541e-10
"333",20.4652777777778,106.9025,2.30160709254456e-10
"334",20.4652777777778,107.1525,2.04587297115049e-10
"335",20.4652777777778,107.2725,3.83601182090796e-10
"336",20.4513888888889,107.1075,7.28842245972507e-10
"337",20.4513888888889,107.5875,1.40653766766609e-10
"338",20.4375,98.8975,1.15080354627202e-10
"339",20.4236111111111,107.0075,3.06880945672626e-10
"340",20.4236111111111,107.2125,2.68520827463541e-10
"341",20.4097222222222,107.0075,7.67202364181168e-11
"342",20.3819444444444,98.9725,7.67202364181168e-11
"343",20.3680555555556,107.2725,8.95069424878471e-11
"344",20.3402777777778,94.3375,8.18349188460354e-10
"345",20.3125,107.2225,1.40653766766609e-10
"346",20.3125,107.9875,2.03308626508118e-09
"347",20.2986111111111,107.2625,1.02293648557524e-10
"348",20.2986111111111,107.4775,7.67202364181168e-11
"349",20.2986111111111,107.6475,2.94094239602949e-10
"350",20.2847222222222,107.6375,1.66227178906017e-10
"351",20.2847222222222,107.6925,5.11468242787622e-11
"352",20.2430555555556,98.9775,1.27867060696932e-10
"353",20.2291666666667,94.2675,4.73108124578643e-10
"354",20.2291666666667,107.2475,2.94094239602949e-10
"355",20.2152777777778,94.2725,6.77695421693745e-10
"356",20.2152777777778,94.3075,2.55734121393864e-10
"357",20.2152777777778,100.4725,1.1124434280633e-09
"358",20.1875,98.2775,8.95069424878471e-11
"359",20.1736111111111,98.2775,2.17374003184779e-10
"360",20.1736111111111,107.1925,3.45241063881711e-10
"361",20.1597222222222,98.2725,1.66227178906017e-10
"362",20.1597222222222,98.2775,2.17374003184779e-10
"363",20.1597222222222,98.4225,8.95069424878471e-11
"364",20.1458333333333,98.2725,7.67202364181168e-11
"365",20.1458333333333,98.2775,1.79013884975694e-10
"366",20.1458333333333,98.4025,5.88188479205845e-10
"367",20.1319444444444,98.2375,4.60321418508913e-10
"368",20.1319444444444,98.2475,8.95069424878524e-10
"369",20.1319444444444,98.2675,1.27867060696932e-10
"370",20.1319444444444,98.2775,1.53440472836287e-10
"371",20.1319444444444,98.2825,1.79013884975694e-10
"372",20.1319444444444,98.3225,5.11468242787622e-11
"373",20.1319444444444,98.4025,1.93079261652366e-09
"374",20.1319444444444,98.4075,9.46216249157286e-10
"375",20.1319444444444,107.9525,4.21961300299881e-10
"376",20.1180555555556,98.2375,1.39375096159652e-09
"377",20.1180555555556,98.2425,1.15080354627202e-10
"378",20.1041666666667,98.2325,1.52161802229345e-09
"379",20.0902777777778,98.2325,1.66227178906017e-10
"380",20.0763888888889,94.2725,6.77695421693745e-10
"381",20.0763888888889,98.2375,7.67202364181168e-11
"382",20.0763888888889,107.2525,3.83601182090849e-11
"383",20.0625,98.2925,1.53440472836287e-10
"384",20.0625,98.2975,1.40653766766609e-10
"385",20.0625,107.2375,1.06129660378454e-09
"386",20.0625,107.2425,2.81307533533219e-10
"387",20.0486111111111,94.2675,2.30160709254456e-10
"388",20.0486111111111,98.2875,1.53440472836287e-10
"389",20.0486111111111,98.2925,1.40653766766609e-10
"390",20.0347222222222,98.3025,1.66227178906017e-10
"391",20.0208333333333,107.4125,1.66227178906017e-10
"392",20.0208333333333,107.4825,3.83601182090849e-11
"393",20.0208333333333,107.6525,2.55734121393864e-10
"394",20.0208333333333,107.7925,3.32454357811981e-10
"395",20.0069444444444,98.2725,6.39335303484395e-11
"396",20.0069444444444,98.2775,3.83601182090849e-11
"397",20.0069444444444,107.3725,7.67202364181168e-11
"398",19.9930555555556,93.2175,3.19667651742303e-10
"399",19.9791666666667,98.3075,2.42947415324134e-10
"400",19.9791666666667,98.3125,1.91800591045371e-10
"401",19.9791666666667,106.9525,1.40653766766609e-10
"402",19.9652777777778,106.8775,1.53440472836287e-10
"403",19.9652777777778,107.4475,8.95069424878471e-11
"404",19.9513888888889,107.2575,1.02293648557524e-10
"405",19.9513888888889,107.2775,1.02293648557524e-10
"406",19.9513888888889,107.5625,6.39335303484395e-11
"407",19.9375,98.3075,1.40653766766609e-10
"408",19.9375,107.8875,1.15080354627202e-10
"409",19.9236111111111,106.9325,1.91800591045371e-10
"410",19.8958333333333,107.2625,7.67202364181168e-11
"411",19.8958333333333,107.2725,7.67202364181168e-11
"412",19.8958333333333,107.2775,1.27867060696932e-10
"413",19.8819444444444,107.0775,1.66227178906017e-10
"414",19.8680555555556,107.2675,1.02293648557524e-10
"415",19.8680555555556,107.3675,1.91800591045371e-10
"416",19.8263888888889,107.6725,8.95069424878471e-11
"417",19.7847222222222,107.6975,1.79013884975694e-10
"418",19.7569444444444,93.0325,1.91800591045371e-10
"419",19.7569444444444,107.2475,1.02293648557524e-10
"420",19.7569444444444,107.2525,6.39335303484395e-11
"421",19.7569444444444,107.9975,3.03044933851728e-09
"422",19.7013888888889,93.2075,2.81307533533219e-10
"423",19.7013888888889,98.4725,1.15080354627202e-10
"424",19.7013888888889,98.4775,1.53440472836287e-10
"425",19.6875,107.3275,1.66227178906017e-10
"426",19.6597222222222,107.2225,1.40653766766609e-10
"427",19.6597222222222,107.2475,5.11468242787622e-11
"428",19.6597222222222,107.8425,1.79013884975694e-10
"429",19.5902777777778,107.9225,3.45241063881711e-10
"430",19.5902777777778,108.0225,2.90258227782035e-09
"431",19.5763888888889,107.9975,3.83601182090796e-10
"432",19.5763888888889,108.0075,3.83601182090796e-10
"433",19.5347222222222,107.6025,1.91800591045371e-10
"434",19.5208333333333,107.3825,2.04587297115049e-10
"435",19.4930555555556,107.2025,7.67202364181168e-11
"436",19.4791666666667,107.9325,4.8589483064832e-10
"437",19.4652777777778,107.1375,7.67202364181168e-11
"438",19.4652777777778,107.2225,1.15080354627202e-10
"439",19.4513888888889,107.2075,1.02293648557524e-10
"440",19.4375,107.3375,7.67202364181168e-11
"441",19.4236111111111,107.0525,2.68520827463541e-10
"442",19.4236111111111,107.3425,3.45241063881711e-10
"443",19.4097222222222,107.2325,1.15080354627202e-10
"444",19.4097222222222,107.2575,2.04587297115049e-10
"445",19.4097222222222,107.2625,1.91800591045371e-10
"446",19.3958333333333,107.1375,1.27867060696932e-10
"447",19.3958333333333,107.2525,7.67202364181168e-11
"448",19.3958333333333,107.6075,5.75401773136167e-10
"449",19.3819444444444,107.1825,1.79013884975694e-10
"450",19.3819444444444,107.2175,2.42947415324134e-10
"451",19.3819444444444,107.2275,1.27867060696932e-10
"452",19.3680555555556,107.2275,2.68520827463541e-10
"453",19.3680555555556,107.2525,9.33429543087609e-10
"454",19.3680555555556,107.2575,2.04587297115049e-10
"455",19.3680555555556,107.3625,2.55734121393864e-10
"456",19.3541666666667,107.1775,2.42947415324134e-10
"457",19.3541666666667,107.2125,2.55734121393864e-10
"458",19.3541666666667,107.7025,1.16359025234206e-09
"459",19.3402777777778,107.1575,3.19667651742303e-10
"460",19.3402777777778,107.1625,3.70814476021066e-10
"461",19.3402777777778,107.2075,5.75401773136167e-10
"462",19.3263888888889,107.1325,2.17374003184779e-10
"463",19.3263888888889,107.2175,1.7006319072692e-09
"464",19.3263888888889,107.2225,3.58027769951388e-10
"465",19.3263888888889,107.3275,2.94094239602949e-10
"466",19.3263888888889,107.3725,6.13761891345252e-10
"467",19.3125,107.1025,1.53440472836287e-10
"468",19.3125,107.2225,1.53440472836287e-10
"469",19.3125,107.2675,1.53440472836287e-10
"470",19.3125,107.2875,2.55734121393864e-10
"471",19.3125,107.2975,2.55734121393864e-10
"472",19.3125,107.3225,2.30160709254456e-10
"473",19.3125,107.3375,2.30160709254456e-10
"474",19.3125,107.3675,4.21961300299881e-10
"475",19.3125,107.3925,3.19667651742303e-10
"476",19.2986111111111,107.0525,6.39335303484395e-11
"477",19.2986111111111,107.1675,2.55734121393864e-10
"478",19.2986111111111,107.2975,2.30160709254456e-10
"479",19.2847222222222,106.6925,4.0917459423015e-10
"480",19.2847222222222,106.9675,2.30160709254456e-10
"481",19.2847222222222,107.0575,8.95069424878471e-11
"482",19.2847222222222,107.0625,1.02293648557524e-10
"483",19.2847222222222,107.1325,7.16055539902777e-10
"484",19.2847222222222,107.3825,2.04587297115049e-10
"485",19.2708333333333,106.6875,3.83601182090796e-10
"486",19.2708333333333,107.1675,3.06880945672626e-10
"487",19.2708333333333,107.2175,1.02293648557524e-10
"488",19.2569444444444,107.1575,5.49828360996813e-10
"489",19.2569444444444,107.2225,1.79013884975694e-10
"490",19.2569444444444,107.2275,2.17374003184779e-10
"491",19.2569444444444,107.8425,2.04587297115049e-10
"492",19.2430555555556,107.0925,1.02293648557524e-10
"493",19.2430555555556,107.1175,2.81307533533219e-10
"494",19.2430555555556,107.1325,2.42947415324134e-10
"495",19.2430555555556,107.2825,6.3933530348466e-10
"496",19.2291666666667,107.1725,3.70814476021066e-10
"497",19.2291666666667,107.1775,2.68520827463541e-10
"498",19.2291666666667,107.2775,3.45241063881711e-10
"499",19.2291666666667,107.2825,1.53440472836287e-10
"500",19.2152777777778,107.1425,2.30160709254456e-10
"501",19.2152777777778,107.2925,3.45241063881711e-10
"502",19.2013888888889,93.0975,1.02293648557524e-10
"503",19.2013888888889,107.1025,2.17374003184779e-10
"504",19.2013888888889,107.1225,1.15080354627239e-09
"505",19.2013888888889,107.1425,1.53440472836287e-10
"506",19.2013888888889,107.1475,2.04587297115049e-10
"507",19.1875,107.1325,3.45241063881711e-10
"508",19.1875,107.1375,2.81307533533219e-10
"509",19.1875,107.2425,3.58027769951388e-10
"510",19.1736111111111,107.1375,7.79989070251269e-10
"511",19.1736111111111,107.1425,4.60321418508913e-10
"512",19.1736111111111,107.1475,2.68520827463541e-10
"513",19.1736111111111,107.1675,2.30160709254456e-10
"514",19.1736111111111,107.2625,6.90482127763422e-10
"515",19.1736111111111,107.2775,1.79013884975694e-10
"516",19.1736111111111,107.2975,1.21473707662083e-09
"517",19.1736111111111,107.3575,4.21961300299881e-10
"518",19.1736111111111,108.0775,1.45768449194501e-09
"519",19.1597222222222,107.1325,7.03268833833099e-10
"520",19.1597222222222,107.2175,2.30160709254456e-10
"521",19.1597222222222,107.3525,2.81307533533219e-10
"522",19.1458333333333,107.1525,1.66227178906017e-10
"523",19.1319444444444,107.1375,2.81307533533219e-10
