"","LAT","LON","CO2"
"151",22.1736111111111,99.4475,2.88599051553014e-07
"152",22.1597222222222,99.2675,3.1264897251568e-08
"153",22.1597222222222,99.4125,3.1264897251568e-08
"154",22.1597222222222,99.4225,5.53148182143157e-08
"155",22.1458333333333,92.9725,3.60748814441148e-08
"156",22.1458333333333,99.3375,1.94804359798282e-07
"157",22.1458333333333,99.3725,1.442995257765e-07
"158",22.1458333333333,99.3825,7.21497628882026e-09
"159",22.1458333333333,99.4275,1.61134470450427e-07
"160",22.1458333333333,99.4375,9.61996838509368e-09
"161",22.1319444444444,92.9575,1.63539462546701e-07
"162",22.1319444444444,98.0075,5.05048340217689e-08
"163",22.1319444444444,99.3425,7.45547549845166e-08
"164",22.1319444444444,99.4075,6.73397786956964e-08
"165",22.1319444444444,99.4325,5.77198103105892e-08
"166",22.1180555555556,92.9375,5.29098261180423e-08
"167",22.1180555555556,92.9425,5.29098261180423e-08
"168",22.1180555555556,99.4025,9.86046759472779e-08
"169",22.1041666666667,97.8425,9.86046759472779e-08
"170",22.1041666666667,99.4075,9.61996838510045e-08
"171",22.1041666666667,99.4425,1.92399367701874e-08
"172",22.1041666666667,99.4475,5.29098261180423e-08
"173",22.0902777777778,99.3375,2.16449288664608e-08
"174",22.0763888888889,99.3475,1.25059589006299e-07
"175",22.0763888888889,99.3875,1.442995257765e-07
"176",22.0625,99.3875,1.70754438835535e-07
"177",22.0625,106.4525,1.87589383509462e-07
"178",22.0208333333333,93.3625,1.15439620621205e-07
"179",22.0208333333333,99.4125,2.83789067360467e-07
"180",21.9930555555556,99.3525,6.97447707919698e-08
"181",21.9791666666667,99.3525,2.1885428076103e-07
"182",21.9791666666667,99.4475,1.46704517872773e-07
"183",21.9652777777778,99.3025,1.34679557391406e-07
"184",21.9652777777778,99.3625,3.00624012034394e-07
"185",21.9513888888889,99.3975,3.36698893478414e-08
"186",21.9513888888889,99.4725,3.1264897251568e-08
"187",21.9236111111111,99.4825,3.60748814441148e-08
"188",21.9097222222222,99.2675,1.77969415124355e-07
"189",21.9097222222222,99.4825,8.41747233696239e-08
"190",21.8958333333333,99.4325,2.64549130590212e-08
"191",21.8958333333333,107.3675,3.36698893478414e-08
"192",21.8402777777778,99.4775,5.53148182143157e-08
"193",21.8402777777778,107.2925,5.05048340217689e-08
"194",21.8263888888889,99.4025,1.56324486257881e-07
"195",21.7847222222222,98.0725,2.76574091071633e-07
"196",21.7430555555556,107.3775,4.08848656366617e-08
"197",21.7291666666667,99.5475,1.82779399316902e-07
"198",21.7152777777778,99.5975,2.64549130590212e-08
"199",21.6597222222222,93.4925,4.78593427158749e-07
"200",21.6597222222222,99.2875,3.5353383815245e-07
"201",21.6597222222222,107.3875,4.80998419254955e-08
"202",21.6319444444444,93.4875,2.21259272857304e-07
"203",21.6041666666667,99.6575,5.53148182143157e-08
"204",21.5902777777778,93.5125,4.56948498292221e-08
"205",21.5902777777778,93.5175,4.18468624751873e-07
"206",21.5486111111111,93.5375,6.4934786599423e-08
"207",21.5347222222222,93.4825,1.80374407220628e-07
"208",21.5208333333333,93.5375,4.2327860894442e-07
"209",21.5208333333333,93.5425,2.23664264953577e-07
"210",21.5208333333333,99.4425,2.40499209627477e-08
"211",21.5208333333333,107.3775,4.08848656366617e-08
"212",21.5208333333333,107.3825,2.28474249146137e-07
"213",21.4513888888889,107.1925,1.75564423028082e-07
"214",21.4513888888889,107.1975,3.46318861863616e-07
"215",21.4513888888889,107.3925,5.05048340217689e-08
"216",21.3958333333333,107.1775,3.84798735403883e-08
"217",21.3541666666667,93.5025,2.40499209627477e-08
"218",21.3541666666667,93.5375,4.13658640559326e-07
"219",21.3541666666667,93.5425,2.64549130590212e-08
"220",21.3541666666667,93.5525,2.47714185916338e-07
"221",21.3402777777778,93.5375,1.08224644332372e-07
"222",21.3402777777778,93.5575,1.68349446739139e-08
"223",21.3402777777778,107.4925,9.37946917547175e-08
"224",21.3263888888889,99.4575,2.59739146397705e-07
"225",21.3125,107.4725,4.32898577329486e-08
"226",21.2986111111111,93.5875,7.23902620978828e-07
"227",21.2847222222222,93.5375,5.53148182143157e-08
"228",21.2847222222222,107.4725,2.1163930447221e-07
"229",21.2708333333333,93.5325,1.92399367701874e-08
"230",21.2708333333333,93.5575,1.20249604813752e-07
"231",21.2569444444444,93.5325,1.51274002855709e-06
"232",21.2569444444444,99.5775,1.41894533680227e-07
"233",21.2430555555556,93.5275,7.26307613075101e-07
"234",21.2430555555556,93.5325,4.13658640559326e-07
"235",21.2430555555556,99.5675,2.47714185916338e-07
"236",21.2430555555556,99.5925,8.65797154658973e-08
"237",21.2430555555556,107.4525,2.95814027841834e-07
"238",21.2430555555556,107.4925,5.29098261180423e-08
"239",21.2291666666667,93.5275,8.08077344348451e-07
"240",21.2291666666667,93.5325,2.43144700933422e-06
"241",21.2291666666667,98.2825,1.13034628524918e-07
"242",21.2152777777778,93.5325,8.29722273214939e-07
"243",21.2013888888889,93.5175,1.29869573198846e-07
"244",21.2013888888889,107.4425,2.21259272857304e-07
"245",21.2013888888889,107.5025,4.08848656366617e-08
"246",21.1875,107.4275,1.29869573198846e-07
"247",21.1736111111111,93.3925,1.08224644332372e-07
"248",21.1736111111111,93.6425,6.25297945031495e-08
"249",21.1597222222222,93.3825,2.40499209627477e-08
"250",21.1597222222222,93.4225,2.40499209627477e-08
"251",21.1597222222222,93.5525,6.24335948193042e-06
"252",21.1597222222222,93.5575,5.29098261180423e-08
"253",21.1597222222222,107.4075,1.41894533680236e-06
"254",21.1458333333333,93.5225,1.92399367701874e-08
"255",21.1319444444444,93.3775,1.44299525776405e-08
"256",21.1319444444444,93.5125,3.36698893478414e-08
"257",21.1319444444444,93.5275,1.77969415124355e-07
"258",21.1180555555556,93.4675,6.25297945031495e-08
"259",21.1041666666667,93.4575,3.60748814441148e-08
"260",21.1041666666667,93.4625,5.55553174239566e-07
"261",21.0902777777778,93.4575,6.73397786956964e-08
"262",21.0902777777778,93.4625,7.45547549845166e-08
"263",21.0763888888889,93.3675,3.36698893478414e-08
"264",21.0625,93.3625,1.10629636428645e-07
"265",21.0625,93.4025,4.08848656366617e-08
"266",21.0625,93.5475,5.05048340217689e-08
"267",21.0625,107.3925,1.41894533680227e-07
"268",21.0486111111111,93.5275,1.27464581102573e-07
"269",21.0486111111111,93.5325,5.24288276987985e-07
"270",21.0486111111111,93.5975,1.51514502065334e-07
"271",21.0069444444444,93.3775,3.36698893478414e-08
"272",21.0069444444444,99.1625,1.70754438835535e-07
"273",20.9930555555556,93.3775,2.64549130590212e-08
"274",20.9930555555556,93.4825,6.25297945031495e-08
"275",20.9930555555556,93.5975,1.05819652236098e-07
"276",20.9930555555556,99.6175,8.41747233696239e-08
"277",20.9930555555556,107.2075,2.40499209627477e-08
"278",20.9791666666667,93.5525,2.50119178012612e-07
"279",20.9791666666667,94.3175,9.61996838510045e-08
"280",20.9652777777778,93.5375,1.20249604813752e-07
"281",20.9652777777778,107.4425,3.51128846056163e-07
"282",20.9652777777778,107.4525,1.56324486257881e-07
"283",20.9513888888889,93.5075,2.88599051552946e-08
"284",20.9375,93.5075,5.29098261180423e-08
"285",20.9375,93.5325,9.86046759472779e-08
"286",20.9375,93.5425,9.71616806895166e-07
"287",20.9236111111111,93.5425,7.45547549845166e-08
"288",20.9236111111111,93.6525,1.34679557391406e-07
"289",20.8958333333333,93.4825,2.38094217531231e-07
"290",20.8819444444444,93.5375,2.64549130590212e-08
"291",20.8541666666667,106.8575,1.92399367701874e-08
"292",20.8263888888889,107.4825,1.41894533680227e-07
"293",20.8125,99.2575,3.84798735403883e-08
"294",20.8125,107.1275,2.88599051552946e-08
"295",20.7986111111111,93.3825,1.3708454948768e-07
"296",20.7986111111111,93.5125,2.88599051552946e-08
"297",20.7986111111111,107.1325,1.17844612717479e-07
"298",20.7847222222222,93.3425,3.60748814441148e-08
"299",20.7847222222222,106.9575,1.15439620621205e-07
"300",20.7708333333333,93.3425,7.69597470807901e-08
"301",20.7708333333333,99.4925,4.08848656366617e-08
"302",20.7569444444444,107.6125,2.16449288664608e-08
"303",20.7430555555556,107.3075,1.2890757636035e-06
"304",20.7430555555556,107.4025,3.84798735403883e-08
"305",20.7430555555556,107.5425,1.03414660139825e-07
"306",20.7013888888889,94.2075,3.60748814441148e-08
"307",20.6875,107.3575,3.5353383815245e-07
"308",20.6875,107.6525,1.68349446739139e-08
"309",20.6875,107.8125,3.5353383815245e-07
"310",20.6736111111111,107.3125,4.80998419254955e-08
"311",20.6597222222222,94.1875,5.77198103105892e-08
"312",20.6597222222222,94.3525,8.41747233696239e-08
"313",20.6458333333333,94.2225,8.17697312733504e-08
"314",20.6319444444444,107.1625,1.05819652236098e-07
"315",20.6319444444444,107.8875,6.01248024068761e-08
"316",20.6180555555556,107.6375,4.80998419254955e-08
"317",20.6041666666667,106.8425,3.84798735403883e-08
"318",20.5902777777778,94.1925,1.51514502065334e-07
"319",20.5902777777778,107.0575,3.84798735403883e-08
"320",20.5902777777778,107.6475,3.1264897251568e-08
"321",20.5625,94.1975,6.73397786956964e-08
"322",20.5486111111111,93.3925,1.22654596910026e-07
"323",20.5486111111111,93.3975,1.41894533680227e-07
"324",20.5486111111111,107.2825,1.25059589006299e-07
"325",20.5347222222222,92.9425,6.01248024068761e-08
"326",20.5347222222222,106.8875,1.92399367701874e-08
"327",20.5208333333333,107.2275,3.60748814441148e-08
"328",20.5208333333333,107.2575,4.56948498292221e-08
"329",20.5069444444444,97.7475,8.65797154659068e-07
"330",20.5069444444444,107.2875,4.56948498292221e-08
"331",20.4930555555556,107.2575,5.05048340217689e-08
"332",20.4791666666667,107.6475,4.80998419254955e-08
"333",20.4652777777778,106.9025,7.69597470807901e-08
"334",20.4652777777778,107.1525,6.73397786956964e-08
"335",20.4652777777778,107.2725,6.97447707919698e-08
"336",20.4513888888889,107.1075,2.45309193820065e-07
"337",20.4513888888889,107.5875,2.40499209627477e-08
"338",20.4375,98.8975,3.60748814441148e-08
"339",20.4236111111111,107.0075,3.84798735403883e-08
"340",20.4236111111111,107.2125,8.89847075621707e-08
"341",20.4097222222222,107.0075,2.64549130590212e-08
"342",20.3819444444444,98.9725,2.64549130590212e-08
"343",20.3680555555556,107.2725,1.44299525776405e-08
"344",20.3402777777778,94.3375,1.46704517872773e-07
"345",20.3125,107.2225,4.56948498292221e-08
"346",20.3125,107.9875,3.65558798633817e-07
"347",20.2986111111111,107.2625,3.36698893478414e-08
"348",20.2986111111111,107.4775,1.20249604813671e-08
"349",20.2986111111111,107.6475,9.86046759472779e-08
"350",20.2847222222222,107.6375,5.77198103105892e-08
"351",20.2847222222222,107.6925,1.92399367701874e-08
"352",20.2430555555556,98.9775,4.08848656366617e-08
"353",20.2291666666667,94.2675,1.56324486257881e-07
"354",20.2291666666667,107.2475,9.86046759472779e-08
"355",20.2152777777778,94.2725,2.26069257049864e-07
"356",20.2152777777778,94.3075,4.56948498292221e-08
"357",20.2152777777778,100.4725,1.99614343990829e-07
"358",20.1875,98.2775,3.1264897251568e-08
"359",20.1736111111111,98.2775,7.21497628882432e-08
"360",20.1736111111111,107.1925,1.15439620621205e-07
"361",20.1597222222222,98.2725,5.53148182143157e-08
"362",20.1597222222222,98.2775,7.45547549845166e-08
"363",20.1597222222222,98.4225,3.1264897251568e-08
"364",20.1458333333333,98.2725,2.64549130590212e-08
"365",20.1458333333333,98.2775,6.01248024068761e-08
"366",20.1458333333333,98.4025,1.97209351894556e-07
"367",20.1319444444444,98.2375,1.53919494161607e-07
"368",20.1319444444444,98.2475,3.00624012034394e-07
"369",20.1319444444444,98.2675,4.32898577329486e-08
"370",20.1319444444444,98.2775,5.05048340217689e-08
"371",20.1319444444444,98.2825,6.01248024068761e-08
"372",20.1319444444444,98.3225,1.68349446739139e-08
"373",20.1319444444444,98.4025,6.44537881801737e-07
"374",20.1319444444444,98.4075,3.15053964612035e-07
"375",20.1319444444444,107.9525,7.45547549845166e-08
"376",20.1180555555556,98.2375,4.64163474581109e-07
"377",20.1180555555556,98.2425,3.84798735403883e-08
"378",20.1041666666667,98.2325,5.09858324410331e-07
"379",20.0902777777778,98.2325,5.29098261180423e-08
"380",20.0763888888889,94.2725,1.20249604813752e-07
"381",20.0763888888889,98.2375,2.40499209627477e-08
"382",20.0763888888889,107.2525,1.44299525776405e-08
"383",20.0625,98.2925,5.29098261180423e-08
"384",20.0625,98.2975,4.56948498292221e-08
"385",20.0625,107.2375,3.5353383815245e-07
"386",20.0625,107.2425,9.37946917547175e-08
"387",20.0486111111111,94.2675,7.9364739177077e-08
"388",20.0486111111111,98.2875,4.80998419254955e-08
"389",20.0486111111111,98.2925,4.56948498292221e-08
"390",20.0347222222222,98.3025,5.77198103105892e-08
"391",20.0208333333333,107.4125,2.64549130590212e-08
"392",20.0208333333333,107.4825,7.21497628882026e-09
"393",20.0208333333333,107.6525,8.41747233696239e-08
"394",20.0208333333333,107.7925,1.10629636428645e-07
"395",20.0069444444444,98.2725,1.92399367701874e-08
"396",20.0069444444444,98.2775,1.44299525776405e-08
"397",20.0069444444444,107.3725,1.20249604813671e-08
"398",19.9930555555556,93.2175,1.05819652236098e-07
"399",19.9791666666667,98.3075,8.17697312733504e-08
"400",19.9791666666667,98.3125,6.4934786599423e-08
"401",19.9791666666667,106.9525,4.80998419254955e-08
"402",19.9652777777778,106.8775,5.05048340217689e-08
"403",19.9652777777778,107.4475,2.88599051552946e-08
"404",19.9513888888889,107.2575,3.1264897251568e-08
"405",19.9513888888889,107.2775,3.36698893478414e-08
"406",19.9513888888889,107.5625,2.16449288664608e-08
"407",19.9375,98.3075,4.80998419254955e-08
"408",19.9375,107.8875,4.08848656366617e-08
"409",19.9236111111111,106.9325,6.4934786599423e-08
"410",19.8958333333333,107.2625,2.64549130590212e-08
"411",19.8958333333333,107.2725,2.40499209627477e-08
"412",19.8958333333333,107.2775,4.08848656366617e-08
"413",19.8819444444444,107.0775,5.77198103105892e-08
"414",19.8680555555556,107.2675,3.36698893478414e-08
"415",19.8680555555556,107.3675,6.4934786599423e-08
"416",19.8263888888889,107.6725,2.88599051552946e-08
"417",19.7847222222222,107.6975,6.01248024068761e-08
"418",19.7569444444444,93.0325,6.25297945031495e-08
"419",19.7569444444444,107.2475,3.36698893478414e-08
"420",19.7569444444444,107.2525,2.16449288664608e-08
"421",19.7569444444444,107.9975,5.43528213758186e-07
"422",19.7013888888889,93.2075,9.37946917547175e-08
"423",19.7013888888889,98.4725,3.84798735403883e-08
"424",19.7013888888889,98.4775,5.05048340217689e-08
"425",19.6875,107.3275,5.77198103105892e-08
"426",19.6597222222222,107.2225,4.56948498292221e-08
"427",19.6597222222222,107.2475,1.92399367701874e-08
"428",19.6597222222222,107.8425,6.01248024068761e-08
"429",19.5902777777778,107.9225,6.25297945031495e-08
"430",19.5902777777778,108.0225,5.21883284891711e-07
"431",19.5763888888889,107.9975,6.97447707919698e-08
"432",19.5763888888889,108.0075,6.73397786956964e-08
"433",19.5347222222222,107.6025,6.25297945031495e-08
"434",19.5208333333333,107.3825,6.73397786956964e-08
"435",19.4930555555556,107.2025,2.64549130590212e-08
"436",19.4791666666667,107.9325,1.63539462546701e-07
"437",19.4652777777778,107.1375,2.64549130590212e-08
"438",19.4652777777778,107.2225,3.60748814441148e-08
"439",19.4513888888889,107.2075,3.36698893478414e-08
"440",19.4375,107.3375,2.64549130590212e-08
"441",19.4236111111111,107.0525,8.89847075621707e-08
"442",19.4236111111111,107.3425,1.15439620621205e-07
"443",19.4097222222222,107.2325,3.60748814441148e-08
"444",19.4097222222222,107.2575,6.97447707919698e-08
"445",19.4097222222222,107.2625,6.4934786599423e-08
"446",19.3958333333333,107.1375,4.08848656366617e-08
"447",19.3958333333333,107.2525,2.40499209627477e-08
"448",19.3958333333333,107.6075,1.92399367702009e-07
"449",19.3819444444444,107.1825,3.1264897251568e-08
"450",19.3819444444444,107.2175,8.17697312733504e-08
"451",19.3819444444444,107.2275,4.32898577329486e-08
"452",19.3680555555556,107.2275,3.36698893478414e-08
"453",19.3680555555556,107.2525,1.68349446739248e-07
"454",19.3680555555556,107.2575,3.84798735403883e-08
"455",19.3680555555556,107.3625,4.80998419254955e-08
"456",19.3541666666667,107.1775,4.32898577329486e-08
"457",19.3541666666667,107.2125,4.56948498292221e-08
"458",19.3541666666667,107.7025,3.89608719596578e-07
"459",19.3402777777778,107.1575,5.77198103105892e-08
"460",19.3402777777778,107.1625,6.4934786599423e-08
"461",19.3402777777778,107.2075,1.03414660139825e-07
"462",19.3263888888889,107.1325,3.84798735403883e-08
"463",19.3263888888889,107.2175,3.05433996226941e-07
"464",19.3263888888889,107.2225,4.32898577329486e-08
"465",19.3263888888889,107.3275,5.29098261180423e-08
"466",19.3263888888889,107.3725,1.10629636428645e-07
"467",19.3125,107.1025,5.05048340217689e-08
"468",19.3125,107.2225,1.92399367701874e-08
"469",19.3125,107.2675,2.64549130590212e-08
"470",19.3125,107.2875,4.56948498292221e-08
"471",19.3125,107.2975,4.56948498292221e-08
"472",19.3125,107.3225,4.08848656366617e-08
"473",19.3125,107.3375,4.08848656366617e-08
"474",19.3125,107.3675,7.45547549845166e-08
"475",19.3125,107.3925,5.77198103105892e-08
"476",19.2986111111111,107.0525,2.16449288664608e-08
"477",19.2986111111111,107.1675,4.56948498292221e-08
"478",19.2986111111111,107.2975,4.08848656366617e-08
"479",19.2847222222222,106.6925,1.34679557391406e-07
"480",19.2847222222222,106.9675,4.08848656366617e-08
"481",19.2847222222222,107.0575,3.1264897251568e-08
"482",19.2847222222222,107.0625,3.36698893478414e-08
"483",19.2847222222222,107.1325,1.27464581102573e-07
"484",19.2847222222222,107.3825,3.84798735403883e-08
"485",19.2708333333333,106.6875,1.29869573198846e-07
"486",19.2708333333333,107.1675,5.53148182143157e-08
"487",19.2708333333333,107.2175,3.36698893478414e-08
"488",19.2569444444444,107.1575,9.86046759472779e-08
"489",19.2569444444444,107.2225,3.1264897251568e-08
"490",19.2569444444444,107.2275,3.84798735403883e-08
"491",19.2569444444444,107.8425,6.73397786956964e-08
"492",19.2430555555556,107.0925,3.36698893478414e-08
"493",19.2430555555556,107.1175,5.05048340217689e-08
"494",19.2430555555556,107.1325,4.32898577329486e-08
"495",19.2430555555556,107.2825,1.15439620621205e-07
"496",19.2291666666667,107.1725,6.73397786956964e-08
"497",19.2291666666667,107.1775,5.05048340217689e-08
"498",19.2291666666667,107.2775,6.01248024068761e-08
"499",19.2291666666667,107.2825,2.88599051552946e-08
"500",19.2152777777778,107.1425,4.08848656366617e-08
"501",19.2152777777778,107.2925,6.25297945031495e-08
"502",19.2013888888889,93.0975,3.36698893478414e-08
"503",19.2013888888889,107.1025,3.84798735403883e-08
"504",19.2013888888889,107.1225,2.06829320279663e-07
"505",19.2013888888889,107.1425,2.64549130590212e-08
"506",19.2013888888889,107.1475,3.60748814441148e-08
"507",19.1875,107.1325,6.01248024068761e-08
"508",19.1875,107.1375,5.05048340217689e-08
"509",19.1875,107.2425,6.25297945031495e-08
"510",19.1736111111111,107.1375,1.39489541583953e-07
"511",19.1736111111111,107.1425,8.17697312733504e-08
"512",19.1736111111111,107.1475,4.80998419254955e-08
"513",19.1736111111111,107.1675,4.08848656366617e-08
"514",19.1736111111111,107.2625,1.22654596910026e-07
"515",19.1736111111111,107.2775,3.1264897251568e-08
"516",19.1736111111111,107.2975,2.1885428076103e-07
"517",19.1736111111111,107.3575,7.45547549845166e-08
"518",19.1736111111111,108.0775,1.77969415124355e-07
"519",19.1597222222222,107.1325,1.25059589006299e-07
"520",19.1597222222222,107.2175,4.32898577329486e-08
"521",19.1597222222222,107.3525,5.05048340217689e-08
"522",19.1458333333333,107.1525,3.1264897251568e-08
"523",19.1319444444444,107.1375,5.05048340217689e-08
