"","LAT","LON","FRP"
"1",23.8541666666667,100.4225,0.0454578024820087
"2",23.2986111111111,99.3525,0.153782778609347
"3",23.2569444444444,99.3475,0.0183765584501714
"4",23.2430555555556,99.3325,0.242764008999661
"5",23.2152777777778,99.3725,0.0377203041871965
"6",23.2152777777778,99.3975,1.22349191786683
"7",23.2152777777778,99.4025,4.2933443663327
"8",23.1180555555556,106.3375,1.13257631290281
"9",23.0902777777778,100.8075,0.084145293956059
"10",23.0625,106.8625,0.0744734210875464
"11",23.0486111111111,106.3725,0.0570640499242216
"12",23.0347222222222,106.3625,0.0918827922508676
"13",22.9930555555556,106.7725,8.933908968645
"14",22.9930555555556,106.7775,1.59779339787827
"15",22.9791666666667,106.7775,0.247599945433919
"16",22.9652777777778,106.8675,0.0918827922508676
"17",22.9375,106.3675,0.245665570860215
"18",22.9236111111111,106.3825,0.109292163414189
"19",22.9097222222222,106.3375,0.049326551629413
"20",22.8819444444444,106.3575,0.0996202905456762
"21",22.8819444444444,106.3775,0.044490615195155
"22",22.8680555555556,106.3475,0.16248746419101
"23",22.8402777777778,106.4075,0.154749965896197
"24",22.8402777777778,106.4125,0.0551296753505213
"25",22.8263888888889,106.3825,0.0706046719401385
"26",22.8125,106.4525,0.193437457370248
"27",22.7986111111111,106.3275,0.116062474422147
"28",22.7847222222222,106.3325,0.0406218660477506
"29",22.7569444444444,106.3775,0.0319171804660883
"30",22.7430555555556,106.3975,0.104456226979934
"31",22.7013888888889,106.3325,0.0116062474422129
"32",22.6597222222222,99.0125,0.460381148541195
"33",22.6319444444444,99.0525,0.0377203041871965
"34",22.6180555555556,106.3625,0.016442183876471
"35",22.6041666666667,99.0525,0.0570640499242216
"36",22.6041666666667,99.0575,0.130570283724918
"37",22.6041666666667,99.3325,1.51945122764331
"38",22.6041666666667,106.3875,0.191503082796547
"39",22.5902777777778,99.1125,0.0570640499242216
"40",22.5902777777778,106.3975,0.0348187423266424
"41",22.5902777777778,106.4075,0.077374982948097
"42",22.5763888888889,106.3975,0.0183765584501714
"43",22.5763888888889,106.4075,0.0473921770557091
"44",22.5625,99.0475,0.104456226979934
"45",22.5625,99.2125,0.0290156186055377
"46",22.5625,106.4075,0.044490615195155
"47",22.5486111111111,99.0925,0.268878065744648
"48",22.5486111111111,99.2775,0.482626456138771
"49",22.5486111111111,99.2925,0.190535895509694
"50",22.5347222222222,99.2775,0.0599656117847758
"51",22.5347222222222,106.4075,0.016442183876471
"52",22.5347222222222,106.4475,0.0290156186055377
"53",22.5208333333333,99.0125,0.636409234748122
"54",22.5069444444444,99.3025,0.044490615195155
"55",22.5069444444444,99.3275,1.64131682578657
"56",22.4930555555556,99.3225,1.19254192468759
"57",22.4930555555556,99.3375,0.167323400625264
"58",22.4652777777778,99.2975,0.0415890533346008
"59",22.4652777777778,99.3275,0.060932799071626
"60",22.4513888888889,99.2875,0.183765584501735
"61",22.4513888888889,99.3525,0.0338515550397922
"62",22.4513888888889,99.3575,0.582246746684451
"63",22.4375,99.3475,0.450709275672683
"64",22.4236111111111,98.9725,0.0551296753505213
"65",22.4236111111111,99.2325,0.0909156049640174
"66",22.4236111111111,99.3375,0.0473921770557091
"67",22.4236111111111,99.3625,0.674129538935322
